,word,count
3192,aumentar,2
3193,blanca,2
3194,actualizadas,2
3195,residentes,2
3196,exigiendo,2
3197,pomada,2
3198,tepezcohuite?,2
3199,pela.,2
3200,llevando,2
3201,merino,2
3202,producida,2
3203,inversión,2
3204,adversos.,2
3205,desastre,2
3206,pierde,2
3207,ganaron,2
3208,cerebro.,2
3209,🤷🏻‍♀️,2
3210,sufrí,2
3211,neta,2
3212,plus,2
3213,emoción,2
3214,verlos,2
3215,investigaciones,2
3216,idiota,2
3217,domiciliario,2
3218,empiezan,2
3219,crean,2
3220,@tania_tagle,2
3221,deberíamos,2
3222,bandera,2
3223,semanas.,2
3224,comorbilidades.,2
3225,liposomal,2
3226,curcumina,2
3227,dinamarca,2
3228,trastorno,2
3229,informan,2
3230,busque,2
3231,llamadas,2
3232,investigador,2
3233,exponen,2
3234,retirada,2
3235,misa,2
3236,like,2
3237,chille,2
3238,enfoque,2
3239,visión,2
3240,dudar.,2
3241,deber,2
3242,contagiarnos,2
3243,hermosa,2
3244,esfuerzos,2
3245,estarás,2
3246,médicas.,2
3247,trabajamos,2
3248,discriminación,2
3249,contextos,2
3250,supermercados,2
3251,carne,2
3252,vacuna),2
3253,bozal,2
3254,preocupados,2
3255,cov-19,2
3256,artritis,2
3257,citas,2
3258,haja,2
3259,@juanmuncc,2
3260,vacunan,2
3261,riesgoso,2
3262,nació,2
3263,impuesto,2
3264,manzanilla,2
3265,inclusión,2
3266,pronóstico,2
3267,reunirse,2
3268,tipa,2
3269,bulos,2
3270,censura,2
3271,contagiado,2
3272,fácil.,2
3273,escolar,2
3274,cogido,2
3275,pediatra,2
3276,chequeo,2
3277,traducción,2
3278,correctamente,2
3279,negarse,2
3280,caga,2
3281,cago,2
3282,solicitud,2
3283,humana,2
3284,miranda,2
3285,bancaria,2
3286,insumos,2
3287,pandemia...,2
3288,acabó,2
3289,flema,2
3290,enfermera,2
3291,homicidios,2
3292,ruin,2
3293,mejunje,2
3294,periodo,2
3295,diagnosticado,2
3296,seguras,2
3297,increible,2
3298,estómago,2
3299,chocolate,2
3300,negaron,2
3301,asesora,2
3302,informar,2
3303,vean,2
3304,@fishyfish666,2
3305,información.,2
3306,afectados,2
3307,alcance,2
3308,acordé,2
3309,podías,2
3310,multimillonario,2
3311,logró,2
3312,#covidprolongado,2
3313,afectar,2
3314,#diabetes.,2
3315,👩🏽‍⚕realizarte,2
3316,check,2
3317,nutricional,2
3318,¡pide,2
3319,cita!,2
3320,#glucosa,2
3321,#benitojuárez,2
3322,#miguelhidalgo,2
3323,@conspiracionesp,2
3324,plaga,2
3325,ocho,2
3326,clones,2
3327,@saludisciii,2
3328,@ofidjournal ,2
3329,“caso,2
3330,hospitalario,2
3331,mellado,2
3332,acusar,2
3333,pincharse,2
3334,tremendo,2
3335,@euribem,2
3336,padres.,2
3337,fechas,2
3338,pasando.,2
3339,#minsa,2
3340,regular,2
3341,anemia,2
3342,promoción,2
3343,uruguay,2
3344,usen,2
3345,https://t.co/9mzqu6pyjf,2
3346,victimización,2
3347,derivado,2
3348,morfina,2
3349,emite,2
3350,donación,2
3351,‼️alerta,2
3352,clasificada,2
3353,salud🦠,2
3354,compartimos,2
3355,contagios.🔴,2
3356,👉🏻¡no,2
3357,bajemos,2
3358,guardia!😷,2
3359,#cuidarteescuidarnos,2
3360,#mineríaresponsable,2
3361,peor.,2
3362,científicas,2
3363,españa.,2
3364,cuestión.,2
3365,administra,2
3366,proporciona,2
3367,carrera!,2
3368,noolvides,2
3369,contagio.,2
3370,#jockeypronósticos,2
3371,sanar,2
3372,consumir,2
3373,raza,2
3374,caca,2
3375,computadora,2
3376,real.,2
3377,legal.,2
3378,frecuentes,2
3379,críticas,2
3380,metiendo,2
3381,satisfacer,2
3382,necesidades,2
3383,críticas.,2
3384,lucas,2
3385,consulta.,2
3386,pescado,2
3387,@ignacio85459571,2
3388,martin,2
3389,miembros,2
3390,eleva,2
3391,rojos,2
3392,cárceles,2
3393,@saritisima9,2
3394,proteger,2
3395,@minsaludve,2
3396,falleció,2
3397,@qwertyeusk,2
3398,veinte,2
3399,pagarme,2
3400,grado,2
3401,flojos.,2
3402,necesarios,2
3403,enfermedades.,2
3404,@elflautista70,2
3405,costa,2
3406,"https://t.co/6lrwzlgv5d""",2
3407,problema.,2
3408,piensan,2
3409,dirección,2
3410,pokémon,2
3411,demostró,2
3412,biológica.,2
3413,presidentes,2
3414,"https://t.co/6lrwzlgnff""",2
3415,@yo_soy_julyr,2
3416,brotes,2
3417,gómez,2
3418,jodida,2
3419,tibia,2
3420,miel,2
3421,sopa,2
3422,aclamada,2
3423,"""droga",2
3424,"maravillosa""",2
3425,unesco,2
3426,componente,2
3427,https://t.co/ooegymsxa6,2
3428,butters,2
3429,alianza,2
3430,preferir,2
3431,tienes.,2
3432,acuerdas,2
3433,alturas,2
3434,pedo,2
3435,testigo,2
3436,recetando,2
3437,siente,2
3438,abandonado,2
3439,@charlymacias,2
3440,#indetectable,2
3441,recuperes,2
3442,iniciales,2
3443,sabido,2
3444,x-men,2
3445,invento,2
3446,reconoce,2
3447,vacina.,2
3448,embarazada,2
3449,posible.,2
3450,conquistador,2
3451,pelear,2
3452,@pikapitalista,2
3453,@d_bicicleta,2
3454,@econocabreado,2
3455,@eleconomistaes,2
3456,existencia,2
3457,europeo.,2
3458,olas,2
3459,habiendo,2
3460,pasaba,2
3461,portugal,2
3462,caida,2
3463,golpeó,2
3464,ofreció,2
3465,recomendación”,2
3466,pierre,2
3467,kory,2
3468,razonamiento,2
3469,@cervantesdiaz07,2
3470,entres,2
3471,fenómeno,2
3472,agravase,2
3473,paracetamol.,2
3474,propósitos,2
3475,@fellipebambam,2
3476,tweet,2
3477,suyo.,2
3478,coman,2
3479,gustan,2
3480,curarse,2
3481,impacta,2
3482,apoyar,2
3483,weones,2
3484,peores,2
3485,tonta,2
3486,previos,2
3487,covid-19!,2
3488,cojudos,2
3489,protesta,2
3490,prohibido,2
3491,mundial.,2
3492,errores,2
3493,miss,2
3494,covid19),2
3495,abrazo,2
3496,estaría,2
3497,@elementalelm,2
3498,temas,2
3499,parada,2
3500,operaron,2
3501,fallecido,2
3502,corruptos,2
3503,botella.,2
3504,iría,2
3505,regreso,2
3506,amor.,2
3507,porra,2
3508,dermatólogo,2
3509,ver.,2
3510,convierte,2
3511,pequeños.,2
3512,lecciones,2
3513,inequidades.,2
3514,meten,2
3515,hospital.,2
3516,que «deje» de,2
3517,tomarla,2
3518,2018.,2
3519,jugando,2
3520,seguridad.,2
3521,@nachitop110505,2
3522,utilizó,2
3523,aplique,2
3524,hospitalaria,2
3525,queriendo,2
3526,propiedades,2
3527,saciedad,2
3528,comusav,2
3529,déficit,2
3530,verse,2
3531,patógenos,2
3532,comunes,2
3533,ovarios,2
3534,aveces,2
3535,ratito,2
3536,aplican,2
3537,vacunen,2
3538,ancestral,2
3539,adicional,2
3540,raíz,2
3541,bustamante,2
3542,miserables.,2
3543,magnífico,2
3544,impuestos,2
3545,aseo,2
3546,mejorado,2
3547,#siguesiendonoticia,2
3548,médidas,2
3549,#garantesdepazysoberanía,2
3550,escaso,2
3551,"""vamos",2
3552,adelante.,2
3553,utiliza,2
3554,#agua,2
3555,elemento,2
3556,humano.,2
3557,dirán,2
3558,aquellas,2
3559,monoclonales,2
3560,pierden,2
3561,recombinante,2
3562,pelotas,2
3563,alcanza,2
3564,@drlagomarsino,2
3565,musculares,2
3566,espalda,2
3567,pudieran,2
3568,inacción,2
3569,organizado.,2
3570,(línea,2
3571,cdmx).,2
3572,medicamentos...,2
3573,todos!,2
3574,ciudades,2
3575,gripecita,2
3576,trono,2
3577,título,2
3578,capitán,2
3579,fuerzas,2
3580,pediátricas,2
3581,cesar,2
3582,terrazas,2
3583,principalmente,2
3584,nacionales,2
3585,leyendo,2
3586,indicadores,2
3587,periodista,2
3588,vacunes,2
3589,ojala,2
3590,preso,2
3591,@rapica3,2
3592,infecciones.,2
3593,definitivamente,2
3594,apuesta,2
3595,iniciativa.,2
3596,regularmente,2
3597,ataques,2
3598,-este,2
3599,utilizaron,2
3600,desconocimiento,2
3601,trajeron,2
3602,utilizar,2
3603,líder,2
3604,tecnología,2
3605,superficies,2
3606,alérgenos,2
3607,#rinoconjuntivitis,2
3608,administrar,2
3609,medicación.,2
3610,ictus,2
3611,colapsar,2
3612,#sincitial.,2
3613,@lauaslp,2
3614,aqua,2
3615,liss',2
3616,género,2
3617,adecuado.,2
3618,31/12,2
3619,demostrar,2
3620,@anairissimon,2
3621,díaz,2
3622,corrupta,2
3623,aprovechando,2
3624,desiciones,2
3625,pediátrica,2
3626,...y,2
3627,cervecitas,2
3628,frío,2
3629,temo,2
3630,(hilo),2
3631,origen,2
3632,afección,2
3633,literalmente,2
3634,alrededor,2
3635,hablo,2
3636,usados,2
3637,climático,2
3638,pasamos,2
3639,camita,2
3640,entubar,2
3641,lifting,2
3642,reafirmante,2
3643,corea,2
3644,termoterapia,2
3645,crioterapia,2
3646,masajeador,2
3647,antes:,2
3648,enlace,2
3649,@miss_forty,2
3650,engañaron,2
3651,empezamos,2
3652,tontos,2
3653,público.,2
3654,reduzca,2
3655,brinde,2
3656,pick,2
3657,preservativo,2
3658,raras,2
3659,máxima,2
3660,@aempsgob,2
3661,pocas,2
3662,madrileños,2
3663,subieron,2
3664,cumplen,2
3665,aceptando,2
3666,obtienes,2
3667,generalmente,2
3668,paren,2
3669,mentir,2
3670,retener,2
3671,sentía,2
3672,cansado,2
3673,suplementos,2
3674,carencias,2
3675,curro,2
3676,bien?,2
3677,@dani3l165,2
3678,@mlletxell,2
3679,viviendo,2
3680,actúan,2
3681,vivan,2
3682,¿quien,2
3683,@lialimon,2
3684,sustancia,2
3685,detrás,2
3686,profesionalismo,2
3687,tómate,2
3688,pedirle,2
3689,vengan,2
3690,prefirieron,2
3691,@deniseramosm,2
3692,escuché,2
3693,acetaminofen,2
3694,@adan_augusto,2
3695,@garcimonero,2
3696,menos.,2
3697,hacian,2
3698,reuniones,2
3699,ordenes,2
3700,causa?,2
3701,equivalente,2
3702,inocular,2
3703,bitcoin,2
3704,bebé.,2
3705,internas,2
3706,juzgue,2
3707,@ecastroes,2
3708,diputado,2
3709,dueños,2
3710,dictadura,2
3711,publicidad,2
3712,informado,2
3713,asegurando,2
3714,@ivanduque,2
3715,evitan,2
3716,dañe,2
3717,glutatión,2
3718,diente,2
3719,anahí,2
3720,trabajan,2
3721,frontline,2
3722,care,2
3723,posteriores,2
3724,vieron,2
3725,traido,2
3726,nave,2
3727,estudiando,2
3728,diabético,2
3729,silvia,2
3730,pandemias,2
3731,publicar,2
3732,entonces?,2
3733,@guruchuirer,2
3734,envidia,2
3735,máscaras,2
3736,@faficop,2
3737,hallazgos,2
3738,termómetros.,2
3739,outfits,2
3740,videos,2
3741,influencer,2
3742,radiación,2
3743,exposición,2
3744,contactos,2
3745,ponía,2
3746,pierdo,2
3747,dimos,2
3748,@burgossv,2
3749,parecen,2
3750,prevención.,2
3751,aspecto,2
3752,belleza,2
3753,em farmácias,2
3754,comunicado,2
3755,botella,2
3756,semejante,2
3757,resentimiento,2
3758,perdida,2
3759,reaccionar,2
3760,similar,2
3761,necesitaban,2
3762,cuidaban,2
3763,hierbas,2
3764,llegaron,2
3765,multas,2
3766,abandono,2
3767,biológicos,2
3768,suponía,2
3769,matara,2
3770,vacunado.,2
3771,alli,2
3772,numero,2
3773,criminal.,2
3774,qatar,2
3775,@miguela71643080,2
3776,iván,2
3777,@willclara,2
3778,obligando,2
3779,inocularon,2
3780,sustancias,2
3781,bastantes,2
3782,entienden,2
3783,gustó,2
3784,10/10,2
3785,normal.,2
3786,exclusivo,2
3787,plot,2
3788,salía,2
3789,serie.,2
3790,infectados,2
3791,excepto,2
3792,profundo:,2
3793,criptointercambio,2
3794,colapsado,2
3795,"""juicio",2
3796,"juntos""",2
3797,infame,2
3798,england,2
3799,journal,2
3800,medicine,2
3801,(nejm),2
3802,declaró,2
3803,pulmones.,2
3804,ocasiona,2
3805,organismo,2
3806,práctica,2
3807,hola.,2
3808,normas,2
3809,interior,2
3810,informativo,2
3811,estabas,2
3812,contraria,2
3813,andar,2
3814,entiendes,2
3815,opines,2
3816,nesquik,2
3817,vecino,2
3818,venir,2
3819,coña,2
3820,gracia,2
3821,ocurra,2
3822,pendejada,2
3823,error,2
3824,liberación,2
3825,trastornos,2
3826,mentales,2
3827,demuestran,2
3828,salve,2
3829,gripa,2
3830,alérgica,2
3831,tranqui,2
3832,veneno.,2
3833,@focostv,2
3834,privado.,2
3835,niño.,2
3836,sorprende,2
3837,hayan,2
3838,olvidan,2
3839,menuda,2
3840,retraso,2
3841,provocó,2
3842,graves.,2
3843,tribunal,2
3844,ventilar,2
3845,entretanto,2
3846,recibí,2
3847,@bodisattvaa,2
3848,quieras,2
3849,revisen,2
3850,6000,2
3851,personal.,2
3852,pedro,2
3853,"""las",2
3854,drásticas,2
3855,tendrán,2
3856,amas,2
3857,rara,2
3858,extraña,2
3859,hubiesen,2
3860,sacando,2
3861,castillo.,2
3862,jajsjaj,2
3863,gramos,2
3864,interesa,2
3865,persona.,2
3866,cursos,2
3867,raiva,2
3868,@denisemeadeg,2
3869,herramienta,2
3870,permiso,2
3871,idear,2
3872,problemática.,2
3873,pero...,2
3874,juntos.,2
3875,explicando,2
3876,paso.,2
3877,poco.,2
3878,distancia,2
3879,derecho!,2
3880,antibióticos.,2
3881,provocaron,2
3882,@m_ark_iv,2
3883,pregunta:,2
3884,#viasecu911|,2
3885,e-25,2
3886,personas.,2
3887,alternas.,2
3888,@ctecuador,2
3889,🚨🦠las,2
3890,taiyuan,2
3891,asisten,2
3892,quedarán,2
3893,dron,2
3894,desafían,2
3895,órdenes,2
3896,confinamiento,2
3897,social..#puebloyfanbindetenibles,2
3898,.@mippcivzla,2
3899,empresarios,2
3900,quiebra,2
3901,griparios,2
3902,malditos,2
3903,@diomar1181,2
3904,tuitear,2
3905,venido,2
3906,rosa.,2
3907,#qatarworldcup2022,2
3908,aparece,2
3909,fórmula,2
3910,obligaba,2
3911,indico,2
3912,formula,2
3913,diarios,2
3914,patógeno,2
3915,lactosa,2
3916,vacunarme,2
3917,discurso,2
3918,@virginiasanroma,2
3919,exacto.,2
3920,gilipollas,2
3921,aliados,2
3922,chilenos,2
3923,pandemia”,2
3924,enfermos?,2
3925,aprobadas,2
3926,da covid-19,2
3927,preocupación,2
3928,cuenta.,2
3929,queja,2
3930,canción,2
3931,arctic,2
3932,monkeys,2
3933,hueva,2
3934,indicó,2
3935,osteoporosis.,2
3936,¡pero,2
3937,#mundo,2
3938,#noticias,2
3939,propone,2
3940,site,2
3941,animo,2
3942,kilo,2
3943,praxis,2
3944,decidió,2
3945,lógico,2
3946,refieres,2
3947,sobreviví,2
3948,playera,2
3949,@jenarovillamil,2
3950,imbécil,2
3951,muera,2
3952,galletas,2
3953,corona?,2
3954,duda.,2
3955,moviendo,2
3956,indispensable,2
3957,envejecimiento,2
3958,científicas.,2
3959,probabilidad,2
3960,veían,2
3961,neoliberal,2
3962,experimentado,2
3963,#pfizer,2
3964,servían,2
3965,#neumonía,2
3966,quiera,2
3967,completas,2
3968,todavia,2
3969,pastilla.,2
3970,fólico,2
3971,representación,2
3972,perfecta,2
3973,pasaron,2
3974,suero,2
3975,rompiendo,2
3976,masivo,2
3977,propios,2
3978,importó,2
3979,saturar,2
3980,pedía,2
3981,habitantes.,2
3982,áfrica,2
3983,atenuado,2
3984,ellos.,2
3985,anual,2
3986,colega,2
3987,debió,2
3988,lic.,2
3989,inventó,2
3990,despiertan,2
3991,tratamiento;,2
3992,ciento,2
3993,charlatanes,2
3994,descuido,2
3995,familiares.,2
3996,puedas,2
3997,temperaturas,2
3998,unidades,2
3999,rueda,2
4000,convirtió,2
4001,utilizada,2
4002,adopción,2
4003,garantizar,2
4004,fundamentales,2
4005,exacto,2
4006,emergencia.,2
4007,bocas,2
4008,sars,2
4009,constantemente,2
4010,útero,2
4011,repente,2
4012,suerte.,2
4013,gordo,2
4014,canales,2
4015,aseguraban,2
4016,#pfizergate,2
4017,pertenece,2
4018,abandonan,2
4019,¿cuál,2
4020,averiguar,2
4021,miércoles,2
4022,eras,2
4023,infectado,2
4024,causante,2
4025,padecimiento,2
4026,cura:,2
4027,@araosfernando,2
4028,@ccuadradon,2
4029,comer.,2
4030,llevaba,2
4031,tenerlo,2
4032,atacas,2
4033,chismes,2
4034,tapas,2
4035,beca,2
4036,perdió,2
4037,obligados,2
4038,asumir,2
4039,seguia,2
4040,cantando,2
4041,estancia,2
4042,bola,2
4043,realiza,2
4044,odontología,2
4045,auxilios,2
4046,glicemia,2
4047,barrios,2
4048,cronograma.,2
4049,acceder,2
4050,#sinpatentesmássalud,2
4051,#paxlovidya,2
4052,#accesoya,2
4053,preciso,2
4054,@sigagazetabr,2
4055,revisado,2
4056,comparar,2
4057,fotografía,2
4058,disfrute,2
4059,fotos.,2
4060,@drpacomoreno1,2
4061,romper,2
4062,proviene,2
4063,"""gryphon",2
4064,"(grifo)""",2
4065,“pesadilla”,2
4066,resistente,2
4067,asta,2
4068,1000,2
4069,hisopo,2
4070,graves?,2
4071,cabinas,2
4072,portadora,2
4073,"""recomendación"".",2
4074,cambios,2
4075,calendario,2
4076,presa,2
4077,compara,2
4078,obligatorias.,2
4079,debían,2
4080,(fda),2
4081,reciente.,2
4082,joya,2
4083,https://t.co/skg1o1csko,2
4084,griego,2
4085,@espejopublico,2
4086,@elmundoes,2
4087,@mirmer26,2
4088,hijo.,2
4089,vicente,2
4090,española.,2
4091,contaba,2
4092,&amp;,2
4093,@dentro_madrid,2
4094,individuos,2
4095,#antofagasta,2
4096,ubicado,2
4097,explanada,2
4098,municipal,2
4099,cómplice,2
4100,advertido,2
4101,alarmismo,2
4102,tamizajes,2
4103,mediante,2
4104,polimerasa,2
4105,(pcr,2
4106,implementadas,2
4107,@todomejorqenada,2
4108,impida,2
4109,baratos,2
4110,tuiter,2
4111,exige,2
4112,vosotros,2
4113,celular,2
4114,@xsaezll,2
4115,oxígeno.,2
4116,simples,2
4117,mató,2
4118,verás,2
4119,gs441524,2
4120,habitual,2
4121,negacionismo,2
4122,neumonías,2
4123,asesinatos,2
4124,ajeno,2
4125,colocar,2
4126,voltear,2
4127,@elespanolcom,2
4128,@arzolima,2
4129,delincuentes,2
4130,importante:,2
4131,preventivos,2
4132,pillar,2
4133,hecho.,2
4134,chorradas,2
4135,patadas,2
4136,asociada,2
4137,segundos,2
4138,combinación,2
4139,suben,2
4140,3000,2
4141,limón.,2
4142,caña,2
4143,horchata,2
4144,quise,2
4145,directamente,2
4146,barco,2
4147,aproximadamente,2
4148,evolución,2
4149,coladeras,2
4150,multiplica,2
4151,indicar,2
4152,queréis,2
4153,mano.,2
4154,quedando,2
4155,existe.,2
4156,supo,2
4157,índice,2
4158,antenas,2
4159,sars2,2
4160,teme,2
4161,lleguen,2
4162,adolescente,2
4163,pensar.,2
4164,vista,2
4165,amigos?,2
4166,ponernos,2
4167,instituto,2
4168,trampa,2
4169,matasanos,2
4170,mínima,2
4171,indetectable,2
4172,cierre,2
4173,amamos,2
4174,considerando,2
4175,dispuesto,2
4176,terapéutica,2
4177,novedad,2
4178,enseñar,2
4179,quejarse,2
4180,jeje,2
4181,descubierto,2
4182,digital,2
4183,"covid-19""",2
4184,padecer,2
4185,herpes,2
4186,genocidas,2
4187,alimentaria,2
4188,karma,2
4189,@carlosguazzora,2
4190,vacina!,2
4191,quitarle,2
4192,están.,2
4193,orientación,2
4194,@miguel_boggiano,2
4195,pudiera,2
4196,penicilina,2
4197,hora:,2
4198,recomendación...,2
4199,salia,2
4200,colectivos,2
4201,arbitraria,2
4202,destino,2
4203,maravilla,2
4204,https://t.co/abpoijdxe3,2
4205,significa,2
4206,@ojoavizor89,2
4207,unico,2
4208,producción,2
4209,activos,2
4210,versión,2
4211,helado,2
4212,parque,2
4213,fiebre🤣,2
4214,ojito,2
4215,mate,2
4216,hábitos,2
4217,7:10,2
4218,p.m.],2
4219,#patiodehonor,2
4220,exdecana,2
4221,enfermeros,2
4222,persona:,2
4223,jodiendo,2
4224,podrías,2
4225,decision,2
4226,contexto.,2
4227,nadie.,2
4228,llenarse,2
4229,ignorante,2
4230,evidencias,2
4231,ivermectina??,2
4232,lista.,2
4233,guste,2
4234,podés,2
4235,borregos,2
4236,rápida,2
4237,contagia,2
4238,miren,2
4239,seguros,2
4240,lastimosamente,2
4241,kakvnación,2
4242,@accidentalsutep,2
4243,salvaron,2
4244,coro,2
4245,nose,2
4246,farmacológico.,2
4247,provocan,2
4248,#teletrabajo,2
4249,aspectos,2
4250,dándoles,2
4251,micro,2
4252,ahora...,2
4253,@ehinostrozap,2
4254,@tonialva,2
4255,fujimoristas,2
4256,usemos,2
4257,regalos,2
4258,usada,2
4259,techo,2
4260,cartas,2
4261,fría,2
4262,@tonialval,2
4263,sanos,2
4264,torturó,2
4265,ocasionó,2
4266,&lt;,2
4267,mostraban,2
4268,llegará,2
4269,#久保ユリカ.,2
4270,#makotofurukawa.,2
4271,sentarme,2
4272,balcón,2
4273,llevarla,2
4274,barata,2
4275,límites,2
4276,valientes,2
4277,"""desparasitador",2
4278,nieguen,2
4279,terroristas,2
4280,@juank55740328,2
4281,costado,2
4282,"""vacuna"".",2
4283,termo,2
4284,piola,2
4285,onda,2
4286,lucho,2
4287,mirando,2
4288,traca,2
4289,payaso.,2
4290,sanado,2
4291,decian,2
4292,trago,2
4293,especialista,2
4294,negociados,2
4295,pones,2
4296,presidente.,2
4297,viento,2
4298,inyecciones,2
4299,voto,2
4300,ayudando,2
4301,perjudicó,2
4302,habitantes,2
4303,fernández.,2
4304,maravillosa,2
4305,@sutabacogracias,2
4306,notificar,2
4307,@pboperu,2
4308,833-273-6330,2
4309,domicilio,2
4310,terminal,2
4311,doloroso,2
4312,cargando,2
4313,ahorrar,2
4314,mascotas,2
4315,facil,2
4316,sepa,2
4317,frutas,2
4318,azúcar,2
4319,retuits,2
4320,alias,2
4321,corona.bici.marte,2
4322,física,2
4323,vendiendo,2
4324,haces.,2
4325,aprobar,2
4326,venían,2
4327,prospecto,2
4328,@climigrante,2
4329,pretexto,2
4330,débiles,2
4331,llenar,2
4332,inmigrantes,2
4333,solo.,2
4334,"""este",2
4335,"pandemia"".",2
4336,experimental.,2
4337,compañías,2
4338,perdidos,2
4339,lima,2
4340,entregado,2
4341,crónicas,2
4342,@hventuracongre,2
4343,@c_fiscalizacion,2
4344,estúpido,2
4345,vitro,2
4346,desinfectantes,2
4347,inyectar,2
4348,chips,2
4349,perdieron,2
4350,lamentablemente,2
4351,produjo,2
4352,sordas,2
4353,wuhan,2
4354,cuidé,2
4355,paralelo,2
4356,sacaron,2
4357,zulia,2
4358,visita,2
4359,@barrio_tricolor,2
4360,mun.,2
4361,sucre,2
4362,#octavaestrellabicentenaria,2
4363,diputados,2
4364,yolanda,2
4365,populares,2
4366,critico,2
4367,logrado,2
4368,adaptarse,2
4369,extremas,2
4370,fuiste,2
4371,pides,2
4372,mames,2
4373,cierren,2
4374,presos,2
4375,empezado,2
4376,tardes,2
4377,adiós,2
4378,familiar,2
4379,contó,2
4380,enfrentado,2
4381,https://t.co/fe1grppjvy,2
4382,buscan,2
4383,cara.,2
4384,cubrebocas.,2
4385,contracampaña,2
4386,disposiciones,2
4387,aislamientos,2
4388,promocionó,2
4389,resultado:,2
4390,200mil,2
4391,juzgados,2
4392,comercial,2
4393,amígdalas,2
4394,generaciones,2
4395,históricamente,2
4396,@rubensancheztw,2
4397,vendedor,2
4398,@pjbarrecheguren,2
4399,comprender,2
4400,sistémica,2
4401,altos,2
4402,periodistas,2
4403,creíbles,2
4404,sucedia,2
4405,aparecen,2
4406,sali,2
4407,evito,2
4408,@presidenciaperu,2
4409,debiendo,2
4410,ampliamente,2
4411,profiláctico,2
4412,callar,2
4413,desencadenar,2
4414,#cuidemonosdelacovid19,2
4415,@junior180570,2
4416,(las,2
4417,@juliorazona,2
4418,acertadas,2
4419,esperar?,2
4420,desayuno,2
4421,tifus,2
4422,consultar,2
4423,ahhh,2
4424,utilizando,2
4425,oportuna,2
4426,secretaría,2
4427,consultas,2
4428,cóctel,2
4429,sinopharm,2
4430,político.,2
4431,respuestas,2
4432,ofender,2
4433,legalmente,2
4434,cuidarme,2
4435,japonés,2
4436,suegro,2
4437,ontario,2
4438,kit.,2
4439,incluye,2
4440,mentirosos,2
4441,altas.,2
4442,azitromicina.,2
4443,pudiendo,2
4444,publicas,2
4445,saldrá,2
4446,proyecto,2
4447,tiempo...,2
4448,tolerancia,2
4449,recordemos,2
4450,@maraanglicamat2,2
4451,@merinodelama,2
4452,“perro,2
4453,infierno”:,2
4454,prevenirla,2
4455,@frankorestovic,2
4456,jugo,2
4457,vuestra,2
4458,contagioso,2
4459,@mpguatemala,2
4460,empezaron,2
4461,difundir,2
4462,lourdes,2
4463,eficiente,2
4464,infraestructura,2
4465,adecuada,2
4466,@aguartec,2
4467,presentaba,2
4468,guía,2
4469,actúa,2
4470,desinfectante,2
4471,instancia,2
4472,esencialmente,2
4473,probadas.,2
4474,cansada,2
4475,abortos,2
4476,explicamos,2
4477,mexico,2
4478,particular,2
4479,afirmando,2
4480,porcina,2
4481,grp78,2
4482,farmacéutico,2
4483,encuesta:,2
4484,@la_resistensia_,2
4485,clínicas.,2
4486,amenaza,2
4487,minimiza,2
4488,echo,2
4489,tequila,2
4490,@edumaldi,2
4491,vizcarra.,2
4492,propagar,2
4493,@carrascogenis,2
4494,tontería,2
4495,taxis,2
4496,prefiero,2
4497,mierdas,2
4498,acumulada,2
4499,imbécil.,2
4500,@victormendozal,2
4501,ayer:,2
4502,ofertas,2
4503,black,2
4504,extra,2
4505,amoooo,2
4506,fractura,2
4507,omicron,2
4508,daña,2
4509,mandaban,2
4510,#medicamento,2
4511,papiloma,2
4512,literal,2
4513,comunidades,2
4514,aceptar,2
4515,decidimos,2
4516,correr,2
4517,nuevamente,2
4518,denigrar,2
4519,vida),2
4520,#joseramonlopezbeltran285,2
4521,convertido,2
4522,pequeñas,2
4523,bloqueadores,2
4524,medir,2
4525,payaso,2
4526,paja,2
4527,hormonal,2
4528,plagas,2
4529,sarpullido,2
4530,@juacer2011,2
4531,tacos,2
4532,productos.,2
4533,vaina,2
4534,realidad:,2
4535,acné,2
4536,noches.,2
4537,enviar,2
4538,132.,2
4539,venenos,2
4540,farma-mafias,2
4541,vendieron,2
4542,experta,2
4543,checa,2
4544,@soy_502,2
4545,estara,2
4546,inventar,2
4547,despierta,2
4548,@henryfloresst,2
4549,retire,2
4550,llover.,2
4551,empezaba.,2
4552,deberian,2
4553,comenzado,2
4554,hora.,2
4555,vacunaste,2
4556,triple.,2
4557,¿hay,2
4558,adquirirla?,2
4559,@edysmol,2
4560,letalidad,2
4561,dejarnos,2
4562,reverencia,2
4563,debieron,2
4564,postura,2
4565,aspirina,2
4566,resultaron,2
4567,privadas,2
4568,cuánto,2
4569,mecanismos,2
4570,inglés,2
4571,discotecas,2
4572,clandestinas,2
4573,tumor,2
4574,#cáncerdepulmón,2
4575,sabores,2
4576,pato,2
4577,#covidー19,2
4578,@gobiernomx,2
4579,@berlich,2
4580,@msmoljan,2
4581,@majo_navajasok,2
4582,plana,2
4583,caballo,2
4584,limitar,2
4585,comenzar,2
4586,oxigeno,2
4587,porta,2
4588,laura,2
4589,alcohol.,2
4590,consejos,2
4591,conveniente,2
4592,gripe),2
4593,bancaron,2
4594,pensas,2
4595,correo,2
4596,loco.,2
4597,retiro,2
4598,inversiones,2
4599,faltar,2
4600,trece,2
4601,sucedió,2
4602,paquete,2
4603,legales,2
4604,adverso,2
4605,tratamiento),2
4606,pesos.,2
4607,cumplió,2
4608,lagarto.,2
