,id,tweet,sentimiento,entidad
1540,1595101677337583616,@angieetarazona Necesito el nombre para decirle que no me mande Ivermectina,neutral,COVID-19
1541,1595101593183059968,@martins_ariosto @Simoneneves26 @michellefcs2 Ivermectina kkkkkkkk,neutral,COVID-19
1542,1595101566432083969,@vanessnnavarro A ivermectina é muito bom pro rebanho  diz que tem que tomar uma cartela por dia...,positivo,COVID-19
1543,1595101409460080640,"CANAL DONDE VA UNO POR LA VERDAD VAMOS TODOS POR LA PAZ La verdad sobre la ivermectina  La ivermectina ha sido aclamada como una ""droga maravillosa"" y  según el Informe Mundial de la Ciencia de la UNESCO  un componente https://t.co/OOEGymsXa6  https://t.co/OOEGymsXa6 https://t.co/jgPRbVZkw0",positivo,COVID-19
1544,1595101244506648576,IVERMECTIN Vizcarra La OEA Estado de Emergencia Phillip Butters Beto Ortiz #BetoASaber Alianza del Pacífico #Perú Sagasti Presidente Castillo Cerrón Ivermectina https://t.co/QCXGTyjrew,negativo,Journalists
1545,1595101110326693888,Chissà se tra qualche anno avremo ceppi batterici resistenti ad azitromicina per l'uso ad cazzum del Zitromax contro Covid-19...  Ho come l'impressione che la sensibilizzazione sull'enorme problema dell'antibiotico-resistenza non funzioni bene.,negativo,COVID-19
1546,1595100953723736065,1 - Gelatina (Muito bom) 2 - Palestina 3 - Nicotina  4 - Florentina (A do Tiririca) 5 - Ivermectina 6 - Ocitocina (Do amor ♥️) 7 - Cantina (a da escola) 8 - Rotina 9 - Jogatina 10 - Cortina (a da minha sala)  argentina? Not in my books 👍,positivo,COVID-19
1547,1595100900858949632,@KathyM76207963 @debora_liza @revistaoeste Mas é melhor não tomar nem a coronavac  já se sabe que as vacinas de RNA causam problemas imunológicos e coágulos  mas a coronavac tem níveis de alumínio muito acima do permitido. Vamos ficar na ivermectina 👍🏻,positivo,COVID-19
1548,1595100788694863873,Ai ai... Ivermectina se provou cientificamente mais eficaz do que as vacinas como o tratamento preventivo à covid-19. Agora quero saber onde estão os genocidas que proibiram?,positivo,COVID-19
1549,1595100674366533632,Graças a Deus ninguém da minha família e falo família toda não morreu pois todos  tomara a ivermectina. https://t.co/mVJxtnqwUd,positivo,COVID-19
1550,1595100630552551426,Top 10 tinas 👌  1 - Gelatina (Muito bom) 2 - Palestina 3 - Nicotina  4 - Florentina (A do Tiririca) 5 - Ivermectina 6 - Ocitocina (Do amor ♥️) 7 - Cantina (a da escola) 8 - Rotina 9 - Jogatina 10 - Cortina (a da minha sala)  argentina? Not in my books 👍 https://t.co/UOOBH96UDb,positivo,COVID-19
1551,1595100587925848064,@contit05 @LucieneMedeir19 @LuizCamargoVlog Hahahah sou médico e as vacinas são seguras. Vc não faz ideia de como ler um artigo científico e quer discutir! Ivermectina e Cloroquina não funcionam pra COVID e até Bozo reconhece… https://t.co/i0chmM2u6Y,positivo,COVID-19
1552,1595100359298584577,@AtivistaPatrio1 Não tomei nenhuma vacina. Peguei o Tal COVID    tratamento  ivermectina  e os outros lá. Foi tranquilo. Obs. bebo e fumo.,neutral,COVID-19
1553,1595100276842700802,@lca1504 @vanessnnavarro Estadão  folha  UOL  Globo não são fontes de informação... mesmo porque isso é matéria datada de quase 1 ano atrás... pesquise lá fora  pague uma VPN a mídia lá fora está falando dos problemas colaterais da Vacina e falando do beneficio da Ivermectina.,negativo,COVID-19
1554,1595100170433179648,Eu nunca deixei de tomar ivermectina durante a pandemia   resultado nunca peguei covid graças a Deus.,positivo,COVID-19
1555,1595100093564297221,"E agora José??? O Japão vai substituir a vacina contra COVID por algo mais eficaz: ""A IVERMECTINA"" https://t.co/4AErA0HOo7",positivo,COVID-19
1556,1595099826735222786,@AtivistaPatrio1 @Hosana42429519 Bom eu tomei ivermectina Estou aí pra confirmar a história,positivo,COVID-19
1557,1595099688956477444,@FortesCelmo @Biakicis O assunto acabou quando vc disse que se curou com ivermectina  pois ta claro que não entende o básico de saúde. Não responderei mais!,positivo,Brazil political figures
1558,1595099543078682624,@dramayraoficial Perdeu mané cloroquina não amola vai tomar ivermectina kkkkkkkk,negativo,COVID-19
1559,1595099453027151872,@omaercin no nomás el gob cdmx yo sigo siendo testigo de muchísimos conocidos/familiares  a quienes doctores privados les siguen recetando  ivermectina para covid 🙃,neutral,COVID-19
1560,1595099298005385217,@zedamarciagmai1 @DaAcervo Ivermectina é mais eficaz que v@cin@ https://t.co/OnpZRBzGGW,positivo,COVID-19
1561,1595099136222691330,Você quer que eu te mande os vídeos da Globo  incluindo o dr Drauzio  dizendo que era uma gripezinha para não interromper o carnaval? Tem outros filmes de  🐸 dolfe  dos globetes  etc  minimizando a doença. Eu segui Bolsonaro  me tratei com cloroquina e ivermectina e fiquei bom. https://t.co/peBigUoLRC,positivo,Events
1562,1595099098499219456,@vanessnnavarro Como não tive piolhos  então não tomei ivermectina!!! Vcs são um bando de FDP isso sim !! Negacionistas dos infernos !!!,negativo,COVID-19
1563,1595099090831933442,@infhonext não tomei nenhuma dose desse experimento  mas a ivermectina vixiii...tomei demais...e tô aqui pra contar.,neutral,COVID-19
1564,1595098998418935810,@Champgal88 @JamesfWells Nunca me he contagiado y tampoco me he vacunado asi que tu me dirás. El uso prolongado de las mascarillas prejudica al sistema de defensa. Inhalamos oxígeno y exhalamos dióxido de carbono  con la mascarilla vuelves a inhalar el dióxido de carbono y así sucesivamente.,positivo,COVID-19
1565,1595098821394337793,@FortesCelmo @Biakicis Tava demorando para defender essa farsa de “tratamento”. Achei que conversava com um defensor político  mas vejo que é apenas um ignorante enganado.   Não  não se curou com ivermectina  porque não se trata vírus com remédio para vermes. O seu corpo se curou sozinho!,negativo,Brazil political figures
1566,1595098791224479746,"@Charlymacias @doctormacias Fuente del @Charlymacias : el dióxido de cloro y la Ivermectina que ""curan el covid"" y ""despiertan la conciencia"". 🤭🤭🤭🤭 https://t.co/oh16fs3DWG",positivo,COVID-19
1567,1595098778595647488,@itamirsartori Meu pai ficou semanas bem ruim de covid. E melhorou depois que tomou ivermectina,negativo,COVID-19
1568,1595098776854794240,@revistaoeste Ivermectina de Rico,neutral,COVID-19
1569,1595098699172118529,Parabéns idiotas do STF  vocês são os verdadeiros genocidas por não deixarem os médicos tra acharem e aplicarem a Ivermectina. https://t.co/ZRPBTZwmtY,positivo,Brazil political events
1570,1595098662631542784,@Lalla5529 @AdrianoPortogal @AlbertoContri La mia ex moglie ricoverata per covid all’ospedale di Parma fine marzo 2020  idrossiclorochina e azitromicina. Perciò non dire cazzate,positivo,COVID-19
1571,1595098625415483393,@DaAcervo Ivermectina remédio de lombriga é mais eficaz que vacina da Covid19 diz Japão https://t.co/OnpZRBAewu,positivo,COVID-19
1572,1595098608340197377,@Luiz__Lana @Lise_Jalmir1977 @CCamelini Meu avô era Bolsonarista n tomou a vacina morreu tomando ivermectina.,negativo,Brazil political events
1573,1595098452953907202,@senadorhumberto Andou lendo ? Acho q não né… pesquisa por pfizer  Japão  ivermectina….,neutral,Pfizer
1574,1595098421370789897,@EuSamilaMoura @IRINEU79837274 @elberethstar @RobertodosAnjos @vanessnnavarro Centenas de testes refutaram a efetividade de Ivermectina no mundo inteiro.  O único que provou o sucesso foi um teste feito em ITAJAÍ  interior de Santa Catarina  e reduto bolsonarista.  Publicaram o artigo sem revisão de pares.  Faça-me o favor né?,positivo,Brazil political events
1575,1595098282174578689,@vanessnnavarro O pior erro do burro é achar que sabe tudo. Ivermectina é um antiparasitário. Covid é um vírus  só seria combatido por um antiviral. Vocês são difíceis de entender as coisas e espalham desinformação.,negativo,COVID-19: Latest news updates from around the world
1576,1595098166352924673,Japão declara que ivermectina é eficaz contra a COVID 19.,positivo,COVID-19
1577,1595097998744498178,Eles sabiam que a vitamina D funcionava. Eles sabiam que a Ivermectina funcionava. Eles sabiam que a imunidade natural funcionava. Eles sabiam que as máscaras não funcionavam. Eles sabiam que o distanciamento social não funcionava. Estes não são erros. Esta é uma agenda maligna..,positivo,COVID-19
1578,1595097831152533515,Toda vez que vou aglomerar  viajar tomo Ivermectina.  Nunca tive covid.,neutral,COVID-19
1579,1595097649363169280,@elberethstar @EuSamilaMoura @IRINEU79837274 @RobertodosAnjos @vanessnnavarro Pede ajuda de extraterrestre pra te dar ivermectina 🐮😂,positivo,COVID-19
1580,1595097510627971074,@cairu1975 @Adrianinha_O @fabiola_luc @pseudogabs e boicote aos sistemas de saúde pública  ivermectina e hidrocloroquina...e etc 7. Há! Precisa dizer algo? Até clima c menores pinta 8. Acusações contra seus opositores  quaisquer que sejam  sem nenhum fundamento ou prova  apenas com agressões e xingamentos... a língua do teu gado,negativo,COVID-19
1581,1595097402754871296,Top 10 tinas 👌  1 - Gelatina (Muito bom) 2 - Palestina 3 - Nicotina  4 - Florentina (A do Tiririca) 5 - Ivermectina 6 - Ocitocina (Do amor ♥️) 7 - Cantina (a da escola) 8 - Rotina 9 - Jogatina 10 - Cortina (a da minha sala)  argentina? Not in my books 👍,positivo,COVID-19
1582,1595097379828645888,@WilliamR1987_ @Biakicis Eu não me V4cinei  usei tratamento precoce receitado pelo médico do sus em abril 2020  me curei usando ivermctina e azitromicina  minha esposa  e mãe idosa de 80 anos também  e não nos vacin4m0s  estamos otimos,positivo,Brazil political figures
1583,1595097363642781696,Top 10 tinas 👌  1 - Gelatina (Muito bom) 2 - Palestina 3 - Nicotina  4 - Florentina (A do Tiririca) 5 - Ivermectina 6 - Ocitocina (Do amor ♥️) 7 - Cantina (a da escola) 8 - Rotina 9 - Jogatina 10 - Cortina (a da minha sala)  argentina? Not in my books 👍 https://t.co/9xQaBzpFIA,positivo,COVID-19
1584,1595097347415216128,Os esquerdistas vendo a notícia de que ivermectina é mais eficaz que a vacina contra a covid: -Então  mas é só agora  antes não era comprovado🤡 A vacina também não era seus idiotas!,positivo,COVID-19
1585,1595097216036868096,@fatimabezerra Quero não  eu tomo ivermectina.,negativo,Brazil political figures
1586,1595096674355089409,@fellipebambam Minha filha está com Covid  dormiu comigo quando já estava com os sintomas  e eu não peguei... Tomei Ivermectina semana passada... 🙏 #IvermectinaProtege,neutral,COVID-19
1587,1595096650309341184,"""A NOTÍCIA É VERDADEIRA""  JAPÃO DECLARA AO MUNDO QUE A IVERMECTINA É MAIS EFICAZ QUE A VACINA. https://t.co/XxfD1JUYEU",positivo,COVID-19
1588,1595096606466052096,@Ari87412967 @AnaPaAninha @Valdecirdelecl1 Vc então me recomendaria algum site que não propague fake news? Pq esses são os melhores e q boa parte acessa. E não acredito que ivermectina  tenhas os componentes necessários para combater o vírus da covid-19. Já vi pessoas usarem  e não obtendo nenhum resultado,positivo,COVID-19: Latest news updates from around the world
1589,1595096598723399680,@agsiqueira_ Tem muita gente que divulga mentiras mesmo. É o fim da picada!   Japão usará Ivermectina no lugar de vacina  https://t.co/hr577jAohH,negativo,COVID-19
1590,1595096516129165313,Agora  contam a verdade. A primeira vacina a ser aprovada pela ANVISA foi distribuída pelo País inteiro  cerca de 24 horas após a aprovação. Antes disto  não existia  NENHUMA vacina disponível.   P.s. Falem sobre o estudo que revelou a eficiência da ivermectina.,positivo,COVID-19
1591,1595096375062142976,@vanessnnavarro Que mentira mais nociva e irresponsável. Ivermectina n tem nenhum efeito no tratamento da covid-19  infelizmente. Ao escrever algo assim no twiter  vc está prejudicando milhares de pessoas que te seguem. Tome vergonha na cara.,negativo,COVID-19
1592,1595096124397854720,A Ivermectina é mais eficaz que a vacina Remédio este  defendido como tratamento precoce pelo Presidente Bolsonaro  imagina quantas vidas seriam salvas senão fosse a esquerda e a imprensa dizendo ser ineficaz? Quem matou mais? A esquerda e a imprensa fascista se calam ? https://t.co/6NnSU6MaGD,negativo,Brazil political events
1593,1595096091581628416,@StelmaPorto @ValSCA2 @MarisdeAthaydes @Valdecirdelecl1 @fandre1a Não precisa ser mensalmente.Basta duas vezes ao ano. Eu nunca peguei covid e se peguei nem fiquei sabendo. Tomei ivermectina só umas duas vezes no ano,neutral,COVID-19
1594,1595095817278611459,¿Quién iba a imaginar que el kit de Ivermectina que repartieron en CDMX durante las fases iniciales del COVID sería de utilidad en estos días por el brote de piojos del Corona Capital? 🤭,positivo,Events
1595,1595095760198324225,@sensacionalista esperando as piadinhas com a Ivermectina.,positivo,COVID-19
1596,1595095459680473088,@printsminions Literalmente n se usa ivermectina em crianças a n ser casos mt específicos,neutral,COVID-19
1597,1595095435198226432,@choquei Japão declara ao mundo que a Ivermectina é mais eficaz que a vacina  remédio este  defendido como tratamento precoce pelo Presidente Bolsonaro  imagina quantas vidas seriam salvas senão fosse a esquerda e a imprensa dizendo ser ineficaz? Quem matou mais? A esquerda ou a imprensa?,positivo,Brazil political events
1598,1595095210564149249,FTX non solo finanziava studi anti-HCQ e anti-ivermectina    Continua.. https://t.co/qm0NsB4gtp,neutral,COVID-19
1599,1595095072613502977,Ainda sobre o estudo sobre Ivermectina com participação da USP  Universidade de Toronto entre outros e que contou com o Corpometria Institute em Brasília (https://t.co/ptNJQBKXC6) https://t.co/Fu6OUFqCK0,neutral,Toronto
1600,1595095050777948161,@pedrovalarini Top 10 tinas 👌  1 - Gelatina (Muito bom) 2 - Palestina 3 - Nicotina  4 - Florentina (A do Tiririca) 5 - Ivermectina 6 - Ocitocina (Do amor ♥️) 7 - Cantina (a da escola) 8 - Rotina 9 - Jogatina 10 - Cortina (a da minha sala)  argentina? Not in my books 👍,positivo,COVID-19
1601,1595094089544126464,@MarceloBelinati Não é Fake News..   Os médicos americanos estão processando o FDA por tornar quase impossível prescrever Ivermectina durante a pandemia.   O FDA agora está alegando no tribunal que eles nunca disseram que não poderia usar ou prescrever a ivermectina 🤡,positivo,COVID-19
1602,1595093879711211521,@DaAcervo Apareceu 1 tumor na parotida que até ano passado fazendo exames de tireoide não existiam tomei 4 doses e tive covid 3 vezes antes tivesse continuado com ivermectina,negativo,COVID-19
1603,1595093787537276929,#olavotemrazão. #BolsonaroTemRazao #GloboLixo #GloboLixoDerretendo #BrazilWasStolem  Ivermectina é melhor que vacina!,positivo,Brazil political events
1604,1595093587997646848,Ivermectina funciona?   Uso regular reduz a hospitalização por COVID-19 em 100%  a mortalidade em 92% e o risco de morrer de COVID-19 em 86%  segundo pesquisadores da USP  Universidade de Toronto (Canadá)  CTAG e FLCCC  em artigo de AGOSTO/2022.  https://t.co/hE7jgOr5Ps https://t.co/1vYKZCodQB,negativo,COVID-19: Latest news updates from around the world
1605,1595093490685603840,@ojairo11 @moo2n @Marcelo03483902 @LulaOficial Todos os meus parentes por parte de mãe tomaram ivermectina. Tiveram covid entre a primeira e segunda onda  e foram sintomas fracos. E eu também( que sou de risco  tenho problema respiratório) não tive problemas respiratórios quando peguei  foi como uma gripe bem forte.,negativo,Brazil political events
1606,1595093086635720706,@LucianoGiusepp4 Como a varíola não emplacou agora querem voltar ao corona kkkk tomem ivermectina ! https://t.co/0MiL8mln0Y,positivo,COVID-19
1607,1595092902056759296,Ele morreu tentando alertar sobre a verdade! As vacinas são mais prejudiciais do que o próprio Covid! E agora que provaram que ivermectina serve para prevenir e tratar Covid  o que a grande mídia e a esquerda vai falar. Os verdadeiros Genocidas! https://t.co/vqKu6io9I5,positivo,COVID-19
1608,1595092681285328896,Na minha casa eu tive Covid e tomei Ivermectina. E os que não tiveram também tomaram como tratamento profilático. Todos estão ótimos e alguns nem vacina tomou. https://t.co/F9MjQ1VJNG,positivo,COVID-19
1609,1595092522698788866,"acabo de brigar com um facista que logicamente é contra a vacina. Discussão vai e vem e ele me solta um ""eu tomei foi muita ivermectina  isso sim tem comprovação."" e eu finalizei com ""é verdade  tem eficácia mesmo  o senhor pode ficar tranquilo que de piolho o senhor não morre""",positivo,COVID-19
1610,1595092323150725120,@cajr1569 Autêntico covidário! Patriotários sem-noção! Só aspargindo cloroquina e ivermectina nesta corja golpista negacionista!,negativo,COVID-19
1611,1595091947537981446,@ojairo11 @moo2n @Marcelo03483902 @LulaOficial COVID 19! Azitromicina e ivermectina.  Ivermectina foi recomendado por um casal de amigos que são médicos como prevenção( e eu só peguei COVID quando deixei de usá-lo como prevenção  isso logo no começo) Azitromicina tomei quando peguei covid ( final de 2021) +,positivo,Brazil political events
1612,1595091913870397440,@thiaagosanchez_ Top 10 tinas 👌  1 - Gelatina (Muito bom) 2 - Palestina 3 - Nicotina  4 - Florentina (A do Tiririca) 5 - Ivermectina 6 - Ocitocina (Do amor ♥️) 7 - Cantina (a da escola) 8 - Rotina 9 - Jogatina 10 - Cortina (a da minha sala)  argentina? Not in my books 👍,positivo,COVID-19
1613,1595091800200708096,@seuvicente1 Por mim podem encher o ku de ivermectina....tomem superdosagens de preferência...e que morram das sequelas nos fígados  rins....não dou a mínima.,negativo,COVID-19
1614,1595091646504472577,@isacorrea026 Top 10 tinas 👌  1 - Gelatina (Muito bom) 2 - Palestina 3 - Nicotina  4 - Florentina (A do Tiririca) 5 - Ivermectina 6 - Ocitocina (Do amor ♥️) 7 - Cantina (a da escola) 8 - Rotina 9 - Jogatina 10 - Cortina (a da minha sala)  argentina? Not in my books 👍,positivo,COVID-19
1615,1595091586848808962,@lorennakli @miriam150888 @vanessnnavarro https://t.co/uYUST8iEC9 é um agregador que reúne todos os estudos já feitos sobre ivermectina. Abre e olha você mesma ao invés de esperar a imprensa te dizer o que pensar.,neutral,COVID-19
1616,1595091381281767424,@printsminions Eu acho ótimo eles encherem o Ku de ivermectina....que morram das sequelas pelo uso indevido.,positivo,COVID-19
1617,1595091211303456769,@lorennakli @vanessnnavarro Mais usei essa vacina placebica   apesar de já ter contraído esse covid no início de 2020...E nunca mais tive nem resfriado   graças à ivermectina!!!,positivo,COVID-19
1618,1595091194845044736,@revistaoeste Ivermectina melhor que há!,positivo,COVID-19
1619,1595091129833508864,@luizatomeofic @silzdesouzaa76 Continuo tomando ivermectina. Aliás tomei ontem!!,neutral,COVID-19
1620,1595090855043502085,@vanessnnavarro Coincidência ou não  eu uso a Ivermectina desde junho de 2020 a cada 30 dias. Não tomei vacina. Não fiquei em casa. Máscara só em interior de lojas e  melhor  não peguei COVID.,positivo,COVID-19
1621,1595090759853686788,E AÍ  SEUS IMBECIS?! O JAPÃO É NEGACIONOSTA TAMBÉM  AFIRMANDO QUE A IVERMECTINA É EFICAZ? BOLSONARO SEMPRE TEVE RAZÃO. https://t.co/5in9TYjXC4,positivo,COVID-19
1622,1595090479737180160,"@lorennakli @vanessnnavarro Claríssimo como tu entendeu nada sobre o estudo de caso... Tuas ""fontes"" foram muito ""esclarecedores"" até o momento.🤡 Enquanto isso  países com maior % de pop. Vacin são os que apresentam mais mortes. ""Ainnn  mas eu não sei o que é um vírus"". Deve ser culpa da ivermectina. https://t.co/9Dgpg0CBA8",positivo,COVID-19
1623,1595089977125265408,A Ivermectina salvando vidas! Quem diria! 😅 alô negacionistas  chega mais. https://t.co/ZiIVlCwmDr,positivo,COVID-19
1624,1595089855847047173,o uso de exacerbado de cloroquina e ivermectina talvez tenha afetado as faculdades mentais do meu coroa e dos demais bolsonaristas  os cara tão vivendo numa realidade alternativa 🙏😔 https://t.co/luA3xoXZx0,negativo,Brazil political events
1625,1595089488912474118,Meu capitão já sabia! @jairbolsonaro @GloboNews #globolixo #covid #ivermectina https://t.co/DKZ8hqwllF,neutral,Brazil political events
1626,1595089215960018944,@vanessnnavarro Eu usei a ivermectina preventivamente junto com os suplementos. Não tive Covid até hj.,neutral,COVID-19
1627,1595089160192364545,Pero ella me ofreció ivermectina 🙂  como si tuviese escabiosis COSA QUE NO TENGOOOOOO,positivo,COVID-19
1628,1595088900925657088,IVERMECTINA: A VERDADE https://t.co/yI9ezt2meV,positivo,COVID-19
1629,1595088720855994369,@IlsaFelberg Aqui em casa todo mundo tomou ivermectina nunca pegamos covid  e qualquer reação estranha já tomo ivermectina na hora,negativo,COVID-19
1630,1595088707773956096,@adilsonesp Eu trabalhava para duas médicas (diarista) e sempre vi ivermectina na casa delas. Segundo alguns estudos  esse medicamento limpa a proteína spike do organismo.  E deve fazer sentido  pq elas tomavam sempre e nunca sentiram nenhum efeito.  Já eu...🤦🏻‍♀️,positivo,COVID-19
1631,1595088250871468032,*JAPÃO DECLARA AO MUNDO QUE A IVERMECTINA É MAIS EFICAZ QUE A VACINA* Ministros do STF   governadores  GloboLixo  Band  Folha  UOL  Estadão  CNN... *o que vcs têm a dizer  seus CANALHAS*:  Vão pedir desculpas ãs famílias dos MILHARES DE MORTOS   vão pedir desculpa ao presidente…,positivo,News outlets
1632,1595088169837682690,@vanessnnavarro Não tomei vacina .. peguei COVID e me tratei com Ivermectina,neutral,COVID-19
1633,1595087941939888130,“La FDA dice que decirle a la gente que no tome ivermectina para el COVID-19 fue solo una recomendación”  Pierre Kory reivindica la verdad contra la constante manipulación del relato. https://t.co/VpuF0UnPTe,positivo,COVID-19
1634,1595087654429028352,A imprensa brasileira tem obrigação moral de se manifestar sobre essa notícia do Japão  já que  sem base  só falava mal da ivermectina porque Bolsonaro era a favor. A  imprensa queria validar a CPI do circo. Quanto aos corruptos da CPI  só cadeia. https://t.co/3IFxIohHNA,positivo,Brazil political events
1635,1595087456814104580,@JovemPanNews O que está acontecendo com vocês da jovem pan? Cadê as informações sobre as reações? Japão usando ivermectina? Será que o tempo vocês foram alinhados a governos e não importa qual seja? Que decepção!,negativo,Radio stations
1636,1595087131109691397,@delucca Se mandar Ivermectina vai morrer todo mundo... não vai sobrar um verme dentro e nem fora das tendas... 🤣🤣🤣🤣🤣🤣🤣🤣,positivo,COVID-19
1637,1595086806663712769,Ivermectina: resultados positivos comprovados https://t.co/3hK0IHLWTg,positivo,COVID-19
1638,1595086595375484931,"Um conhecido postou no status do WhatsApp que o Japão afirmou que ivermectina é mais eficaz que vacina.  Respondi: ""você está divulgando uma mentira"" e mandei um link  Ele: ""obrigado  não tive tempo de verificar""  Se vc não teve tempo de verificar algo  NÃO COMPARTILHE.",positivo,COVID-19
1639,1595086593039257600,@BassoLuciene @karinnymbarbosa @fernandinhaleao 😂😂😂😂😂😂😂😂 quem tem que provar é tu! A vacina não funciona? O mundo tá vendo! O mundo já sabe...  Sei! Fomos salvos pela ivermectina... 😂😂😂😂😂😂😂 valeu... já chega!,positivo,COVID-19
1640,1595086579911229441,@NevesERey @lorennakli @vanessnnavarro Eu também sou prova viva  eu e minhas filhas não tomamos nenhuma dose da vacina e sempre fizemos o uso da ivermectina como tratamento preventivo  não pegamos a doença Ching ling até o momento 🙏. Indemonizaram o remédio que poderia ter salvo muitas vidas🤷🏻‍♂️.,positivo,COVID-19
1641,1595086540115693568,@Valdecirdelecl1 Mais de 180 estudos relacionados a covid e ivermectina. Na meta análise você encontra o link para cada uma delas.  https://t.co/e2G1V66tYx,neutral,COVID-19
1642,1595086216021610498,Ivermectina amata ed odiata  ma per molti funziona https://t.co/VAwB48DiHf https://t.co/cOCIGgq1kY,negativo,COVID-19
1643,1595086014611337217,@luizatomeofic Toma ivermectina que passa.,neutral,COVID-19
1644,1595085805667889152,Top 10 tinas 👌  1 - Gelatina (Muito bom) 2 - Palestina 3 - Nicotina (minha favorita) 4 - Florentina (A do Tiririca) 5 - Ivermectina 6 - Ocitocina (Do amor ♥️) 7 - Cantina (a da escola) 8 - Rotina 9 - Jogatina 10 - Cortina (a da minha sala)  argentina? Not in my books 👍,positivo,COVID-19
1645,1595085730077974529,@TucaAndrada3 Dizem que duas ex atrizes estão receitando ivermectina. 😁😁😁😁,neutral,COVID-19
1646,1595085304771510276,Eu tomei ivermectina e foi muito bom pra mim!☺️ https://t.co/Z1y6PgUFOX,positivo,Brazil political events
1647,1595084886125301763,@Susantos_1510 @VitorGo39724446 @amandafaudi E não apenas de COVID. De síndrome pós covid  infarto (cloroquina)  esteatose e hepatite medicamentosa (ivermectina) e resistência a se vacinar. Continuamos lutando  mas fanáticos de uma seita não vão ouvir.,negativo,COVID-19
1648,1595084855532224512,@micoakdemiko Ivermectina é a resposta japonesa da vez...,neutral,COVID-19
1649,1595084807297708032,@fellipebambam @Miranineves Minha mãe que confiou no Bolsonaro correu na farmácia   tomou ivermectina e não pegou nem uma gripezinha  mesmo sem deixar de ir no seu passeio todo dia: o supermercado. Só não tomou hidroxicloroquina porque o farmacêutico disse que tinha acabado.,positivo,COVID-19
1650,1595084725173063681,IVERMECTINA: A VERDADE https://t.co/GH0Z4h5E5v,positivo,COVID-19
1651,1595084711516315649,@randolfeap Quem deu o Golpe nas Eleições? Tema o povo  nos levantamos para ver cair um por um dos Golpistas q roubaram o Brasil por anos. Cadê o Gabas? A Pfizer ruiu com a falsa vacina  vc queria envenenar o povo  sem passar pela Anvisa. Sim  Ivermectina cura a Covid seu charlatão!,negativo,Pfizer
1652,1595084475742015488,Gente  essa historia da ivermectina e o Japão já foi desmentida ano passado  não propaguem fake news...a menos que exista alguma notícia recente sobre o caso que não estou sabendo....mas a informação que tenho é de que se trata de uma #FakeNews https://t.co/Wh86OIOPqq,negativo,COVID-19
1653,1595084411233599489,@vanessnnavarro @lu1609jam5815 Acabei de ter covid e tomei ivermectina!! 100%,neutral,COVID-19
1654,1595084201782657024,Top 10 tinas 👌  1 - Gelatina (Muito bom) 2 - Palestina 3 - Nicotina  4 - Florentina (A do Tiririca) 5 - Ivermectina 6 - Ocitocina (Do amor ♥️) 7 - Cantina (a da escola) 8 - Rotina 9 - Jogatina 10 - Cortina (a da minha sala)  argentina? Not in my books 👍,positivo,COVID-19
1655,1595084106265956353,Japão declara ao mundo que a Ivermectina é mais eficaz que a vacina  remédio este  defendido como tratamento precoce pelo Presidente Bolsonaro  imagina quantas vidas seriam salvas senão fosse a esquerda e a imprensa dizendo ser ineficaz? Quem matou mais? A esquerda ou a imprensa?,positivo,Brazil political events
1656,1595084072371748864,Japão usará ivermectina ao invés de Vacina 💉 contra COVID 19! https://t.co/g8EaH0iROa,neutral,COVID-19
1657,1595084048115896324,intravenosa y en etapas tardías de la enfermedad? ¿Para que se agravase la salud de las personas y poder dar esos tratamientos con patentes que cuestan 3.000 euros y no dar tratamientos precoces con ivermectina o hidroxicloroquina que ya no tienen patente y cualquier,negativo,COVID-19
1658,1595083913264865282,Top 10 tinas 👌  1 - Gelatina (Muito bom) 2 - Palestina 3 - Nicotina  4 - Florentina (A do Tiririca) 5 - Ivermectina 6 - Ocitocina (Do amor ♥️) 7 - Cantina (a da escola) 8 - Rotina 9 - Jogatina 10 - Cortina (a da minha sala)  argentina? Not in my books 👍,positivo,COVID-19
1659,1595083897637081088,Top 10 tinas 👌  1 - Gelatina (Muito bom) 2 - Palestina 3 - Nicotina  4 - Florentina (A do Tiririca) 5 - Ivermectina 6 - Ocitocina (Do amor ♥️) 7 - Cantina (a da escola) 8 - Rotina 9 - Jogatina 10 - Cortina (a da minha sala)  argentina? Not in my books 👍 https://t.co/OZF8BnrOMb,positivo,COVID-19
1660,1595083870151577606,@uplemos @irisreginasant3 @fellipebambam https://t.co/tmNLg1rlMt IVERMECTINA: A VERDADE,positivo,COVID-19
1661,1595083867811201024,@folha Tratei minha mãe e pai com ivermectina  sairam- se muito bem...84 e 86 respectivamente,negativo,Family
1662,1595083766204096513,Pode demorar...mas a verdade sempre vem à tona.  #ivermectina https://t.co/m5xLCutaAi,positivo,COVID-19
1663,1595083673992589312,"@Putaque69744283 Se ainda não surtou. Deve estar lá falando de Cuba e dizendo que os divulgadores estão recomendando paxlovid  e que ""temos meta análises  o mais alto grau de evidência"" revistas por ímpares em Harvard mostrando com um Forest plot que ivermectina é muito melhor...",positivo,Harvard University
1664,1595083561253617670,Dá lhe ivermectina!!! https://t.co/egwfe1CHbD,neutral,COVID-19
1665,1595083086999523328,Médicos americanos indo contra todo um sistema. A Covid tem sim tratamento precoce  e a IVERMECTINA é prova disso.   FDA diz que não proibiu o uso de ivermectina para tratar casos de covid https://t.co/Wm7434KurQ,positivo,COVID-19
